,cas,smiles,logs,mol,logp,molwt,balabanj,tpsa
26,120-80-9,Oc1c(O)cccc1,0.62,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2C6C60>,1.0977999999999999,110.11199999999997,3.134861511345448,40.46
27,98-92-0,NC(c1cccnc1)=O,0.61,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2C6CB0>,0.18050000000000016,122.12699999999998,2.981454614041131,55.98
28,51953-17-4,O=C1NC=NC=C1,0.59,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2C6D00>,-0.23009999999999997,96.08899999999998,3.27532977603021,45.75
29,123-38-6,CCC=O,0.58,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2C6D50>,0.5952999999999999,58.08,2.2968352619191386,17.07
30,107-31-3,C(OC)=O,0.58,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2C6DA0>,-0.2108000000000001,60.052,2.2968352619191394,26.3
31,107-02-8,C=CC=O,0.57,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2C6DF0>,0.37129999999999996,56.064,2.7320508075688776,17.07
32,109-99-9,C1CCOC1,0.56,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2C6E40>,0.7968,72.107,2.083333333333333,9.23
33,78-93-3,CC(CC)=O,0.52,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2C6E90>,0.9854,72.107,2.8473789230876716,17.07
34,106-55-8,CC1NCC(C)NC1,0.49,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2C6EE0>,-0.043800000000000006,114.192,2.1923771580194713,24.06
35,109-87-5,COCOC,0.48,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2C6F30>,0.23670000000000002,76.095,2.19060968716425,18.46
36,108-48-5,Cc1nc(C)ccc1,0.45,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2C6F80>,1.69844,107.15599999999996,3.077660437970554,12.89
37,589-93-5,Cc1ccc(C)nc1,0.4,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB030>,1.69844,107.156,3.0324555320336755,12.89
38,87-72-9,OC1COC(O)C(O)C1O,0.39,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB080>,-2.5823000000000005,150.13,2.515835979311492,90.15
39,108-47-4,Cc1cc(C)ncc1,0.38,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB0D0>,1.69844,107.15599999999999,3.077660437970554,12.89
40,583-61-9,Cc(cccn1)c1C,0.38,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB120>,1.69844,107.156,3.134861511345448,12.89
41,485-35-8,O=C1N(CC3CNCC2C3)C2=CC=C1,0.36,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB170>,0.5549999999999997,190.24599999999998,2.1469341613539945,34.03
42,643-12-9,OC1C(O)C(O)C(O)C(O)C1O,0.35,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB1C0>,-3.8346000000000005,180.156,2.7602520756252087,121.38000000000001
43,4170-30-3,CC=CC=O,0.32,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB210>,0.7614000000000001,70.09100000000001,2.9244181981729174,17.07
44,80-60-4,CCC(C(O)=O)N,0.31,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB260>,-0.19169999999999987,103.121,3.3434170589539605,63.31999999999999
45,123-56-8,O=C(CC1)NC1=O,0.3,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB2B0>,-0.5770000000000002,99.08899999999998,2.5537050272065858,46.17
46,79-31-2,CC(C)C(O)=O,0.28,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB300>,0.727,88.10599999999998,3.2575861612334887,37.3
47,626-67-5,CN1CCCCC1,0.23,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB350>,1.1021,99.177,2.1229179499593664,3.24
48,123-54-6,CC(CC(C)=O)=O,0.22,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB3A0>,0.5545,100.11699999999999,3.318019590380522,34.14
49,109-94-4,C(OCC)=O,0.15,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB3F0>,0.17930000000000001,74.079,2.4017152226171965,26.3
50,107-13-1,C=CC#N,0.15,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB440>,0.6959799999999999,53.06399999999999,2.9217836800202113,23.79
51,96-47-9,CC1CCCO1,0.11,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB490>,1.1853,86.134,2.184105569636068,9.23
52,4248-19-5,CC(C)(C)OC(N)=O,0.1,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB4E0>,0.8802000000000001,117.148,3.5512529243669313,52.32
53,75-85-4,CCC(C)(O)C,0.08,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB530>,1.1673,88.14999999999998,3.168489872670569,20.23
54,100-63-0,NNc1ccccc1,0.07,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB580>,0.9722000000000002,108.14399999999998,2.8320858350070908,38.05
55,78-83-1,CC(C)CO,0.04,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB5D0>,0.6347,74.12299999999999,2.5395388613593903,20.23
56,597-35-3,O=S(CC)(CC)=O,0.04,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB620>,0.44100000000000006,122.189,3.8856046430784614,34.14
57,91-18-9,c12nccnc1ncnc2,0.02,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB670>,0.41979999999999984,132.126,2.888051601657992,51.56
58,54-85-3,O=C(c1ccncc1)NN,0.01,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB6C0>,-0.3149000000000001,137.14199999999997,2.8526279288191443,68.01
59,108-95-2,Oc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB710>,1.3921999999999999,94.11299999999999,3.0214653097240864,20.23
60,123-72-8,CCCC=O,-0.01,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB760>,0.9854,72.107,2.4017152226171965,17.07
61,481-37-8,CN1C2CCC1C(C(O)=O)C(O)C2,-0.02,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB7B0>,-0.08540000000000059,185.22299999999998,2.2145938689633917,60.769999999999996
62,142-68-7,C1CCOCC1,-0.03,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB800>,1.1869,86.134,2.0,9.23
63,15414-82-1,CCC1NC(=O)NC1(=O),-0.06,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB850>,-0.3956000000000001,128.131,2.5767695579280208,58.2
64,10004-44-1,Cc1cc(O)no1,-0.07,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB8A0>,0.6886199999999998,99.089,3.042002767407289,46.260000000000005
65,72-19-5,NC(C(O)=O)C(O)C,-0.09,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB8F0>,-1.2209,119.11999999999998,3.6376825478398387,83.55
66,60-29-7,CCOCC,-0.09,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB940>,1.0428000000000002,74.123,2.19060968716425,9.23
67,98-01-1,C(c1ccco1)=O,-0.1,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB990>,1.0920999999999998,96.085,2.9620945258067204,30.21
68,2432-20-4,Cc1nc(nccn2)c2cn1,-0.12,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CB9E0>,0.7282199999999999,146.153,2.828901215620696,51.56
69,52-67-5,NC(C(O)=O)C(C)(S)C,-0.13,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CBA30>,0.1066999999999998,149.215,4.040215640745235,63.32
70,121-44-8,CCN(CC)CC,-0.14,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CBA80>,1.3481,101.193,2.9923028831940863,3.24
71,109-97-7,c1ccc[nH]1,-0.17,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CBAD0>,1.0147,67.091,3.1250000000000004,15.79
72,488-73-3,OC1C(O)C(O)CC(O)C1O,-0.17,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CBB20>,-2.8054,164.157,2.625358332036857,101.15
73,479-18-5,OC(CO)Cn(cn1)c(C(N2C)=O)c1N(C2=O)C,-0.17,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CBB70>,-2.213099999999999,254.24599999999998,2.7364643675188978,102.28
74,100-75-4,O=NN1CCCCC1,-0.17,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CBBC0>,1.1537,114.14800000000001,2.2166579722077144,32.67
75,107-87-9,CC(CCC)=O,-0.19,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CBC10>,1.3755,86.134,2.831257109931365,17.07
76,107-92-6,OC(CCC)=O,-0.19,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CBC60>,0.8711,88.106,2.831257109931365,37.3
77,1596-84-5,CN(NC(CCC(O)=O)=O)C,-0.2,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CBCB0>,-0.556,160.17299999999997,3.4541025653196717,69.64
78,110-15-6,OC(CCC(O)=O)=O,-0.2,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CBD00>,-0.06420000000000009,118.08799999999998,3.1818458670936187,74.6
79,598-75-4,CC(C)C(O)C,-0.2,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CBD50>,1.0231999999999999,88.14999999999999,2.9934972434784735,20.23
80,96-33-3,O=C(OC)C=C,-0.22,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CBDA0>,0.34540000000000004,86.08999999999999,3.234390866915873,26.3
81,584-02-1,CCC(O)CC,-0.24,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CBDF0>,1.1673,88.15,2.7541847860376616,20.23
82,145-73-3,O=C(C(C2OC1CC2)C1C(O)=O)O,-0.27,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CBE40>,-0.050799999999999845,186.163,2.2444215621065853,83.83
83,6032-29-7,CC(O)CCC,-0.29,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CBE90>,1.1673,88.15,2.6272148478988635,20.23
84,2385-74-2,OC(=O)CC(C)(C(=O)O)C(C)(C)C(=O)O,-0.29,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CBEE0>,0.6628,218.20499999999998,5.382759304174601,111.89999999999999
85,542-76-7,ClCCC#N,-0.29,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CBF30>,1.1388800000000001,89.525,2.483699570591265,23.79
86,90-01-7,Oc1c(CO)cccc1,-0.29,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CBF80>,0.8844999999999998,124.13899999999995,3.0065240073265853,40.46
87,2114-15-0,NC(OCC(C)C)=O,-0.3,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC030>,0.7376999999999998,117.14799999999998,3.050078291913192,52.32
88,461-58-5,NC(=NC(#N))N,-0.31,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC080>,-1.2591200000000002,84.08200000000001,3.5072228538686434,88.19
89,77-74-7,CC(CC)(O)CC,-0.38,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC0D0>,1.5574,102.17699999999999,3.3604351426960584,20.23
90,106-50-3,Nc1ccc(N)cc1,-0.38,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC120>,0.8510000000000002,108.144,3.0324555320336755,52.04
91,557-17-5,COCCC,-0.39,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC170>,1.0428000000000002,74.123,2.19060968716425,9.23
92,19550-30-2,OCC(C)C(C)C,-0.39,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC1C0>,1.2708,102.17699999999999,3.1442082073698243,20.23
93,100-51-6,OCc1ccccc1,-0.4,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC210>,1.1789,108.13999999999997,2.8320858350070908,20.23
94,63-68-3,OC(C(N)CCSC)=O,-0.42,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC260>,0.1514000000000002,149.215,3.265907399226441,63.32
95,95-54-5,Nc(cccc1)c1N,-0.42,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC2B0>,0.851,108.144,3.134861511345448,52.04
96,299-42-3,OC(C(C)NC)c1ccccc1,-0.42,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC300>,1.3279000000000003,165.236,2.7110407232330616,32.26
97,108-93-0,OC1CCCCC1,-0.44,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC350>,1.3114,100.161,2.1229179499593664,20.23
98,4396-01-4,CC(CC1CCCCN1)=O,-0.45,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC3A0>,1.1076,141.21400000000003,2.1919163912003334,29.1
99,109-00-2,Oc1cccnc1,-0.46,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC3F0>,0.7871999999999999,95.101,3.0214653097240864,33.120000000000005
100,93-60-7,O=C(c1cccnc1)OC,-0.46,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC440>,0.8681999999999999,137.13799999999998,2.8526279288191443,39.19
101,2432-21-5,Cc1ncnc2c1nccn2,-0.47,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC490>,0.7282199999999999,146.153,2.91316116360486,51.56
102,7568-93-6,NCC(O)c1ccccc1,-0.48,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC4E0>,0.6787000000000001,137.182,2.746978188530898,46.25
103,51-34-3,O=C(C(CO)c3ccccc3)OC2CC1C(O4)C4C(C2)N1C,-0.48,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC530>,0.9180999999999999,303.35800000000006,1.4200028178766766,62.300000000000004
104,110-74-7,O=COCCC,-0.49,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC580>,0.5694,88.106,2.488403771876112,26.3
105,37517-28-5,NCCC(C(NC2CC(C(C(C2OC3OC(C(C(C3O)N)O)CO)O)OC1OC(C(C(C1O)O)O)CN)N)=O)O,-0.5,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC5D0>,-8.424200000000013,585.6080000000001,1.8479037285363422,331.93999999999994
106,624-95-3,OCCC(C)(C)C,-0.5,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC620>,1.4149,102.17699999999999,3.154490065368808,20.23
107,71-00-1,n1c(c[nH]c1)CC(N)C(O)=O,-0.53,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC670>,-0.6359000000000004,155.157,2.4987607772382443,92.0
108,94-96-2,CCCC(O)C(CC)CO,-0.54,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC6C0>,1.1659,146.23,3.529930309226677,40.46
109,56-85-9,OC(C(N)CCC(N)=O)=O,-0.55,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC710>,-1.3361999999999994,146.14600000000002,3.4907296603908136,106.41
110,75-56-9,CC1CO1,-0.59,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC760>,0.4051,58.08,2.171098317873574,12.53
111,108-94-1,O=C1CCCCC1,-0.6,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC7B0>,1.5196,98.14500000000001,2.2495440947344707,17.07
112,102-76-1,CC(OCC(OC(C)=O)COC(C)=O)=O,-0.6,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC800>,0.044299999999999784,218.20499999999996,3.9922055468289934,78.9
113,464-07-3,CC(C)(C)C(O)C,-0.62,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC850>,1.4133,102.17699999999998,3.5411969650799016,20.23
114,58-15-1,O=C1N(c2ccccc2)N(C)C(C)=C1N(C)C,-0.63,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC8A0>,1.55042,231.29899999999992,2.73026047273788,30.17
115,75-09-2,C(Cl)(Cl),-0.63,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC8F0>,1.4215,84.933,1.6329931618554523,0.0
116,592-35-8,NC(OCCCC)=O,-0.66,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC940>,0.8817999999999998,117.148,2.8223545542480317,52.32
117,628-32-0,CCOCCC,-0.66,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC990>,1.4329,88.15,2.3390923149762908,9.23
118,105-37-3,O=C(CC)OCC,-0.66,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CC9E0>,0.9595,102.133,3.002590528674132,26.3
119,108-39-4,Oc1cccc(C)c1,-0.68,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CCA30>,1.70062,108.13999999999999,3.077660437970554,20.23
120,103-70-8,O=CNc1ccccc1,-0.68,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CCA80>,1.2549,121.13899999999995,2.719528532842932,29.1
121,106-48-9,Oc1ccc(Cl)cc1,-0.7,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CCAD0>,2.0456,128.558,3.0324555320336755,20.23
122,108-43-0,Oc1cccc(Cl)c1,-0.7,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CCB20>,2.0456,128.558,3.077660437970554,20.23
123,106-44-5,Oc1ccc(C)cc1,-0.7,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CCB70>,1.70062,108.13999999999999,3.0324555320336755,20.23
124,565-67-3,CC(C)C(O)CC,-0.7,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CCBC0>,1.4133,102.17699999999999,3.1442082073698243,20.23
125,122-99-6,OCCOc1ccccc1,-0.71,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CCC10>,1.0576999999999999,138.16599999999997,2.4265223465879537,29.46
126,565-60-6,CC(O)C(C)CC,-0.72,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CCC60>,1.4133,102.177,3.1442082073698243,20.23
127,109-60-4,CC(OCCC)=O,-0.72,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CCCB0>,0.9595,102.133,2.8219389370591843,26.3
128,594-83-2,CC(C)(O)C(C)(C)C,-0.72,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CCD00>,1.8034,116.204,4.020391543176799,20.23
129,95-55-6,Nc(cccc1)c1O,-0.72,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CCD50>,0.9743999999999999,109.12799999999999,3.134861511345448,46.25
130,120-07-0,OCCN(c1ccccc1)CCO,-0.73,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CCDA0>,0.47759999999999986,181.23499999999996,2.6389166230335177,43.7
131,140-88-5,O=C(C=C)OCC,-0.74,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CCDF0>,0.7354999999999999,100.117,3.172899533850818,26.3
132,100-02-7,Oc1ccc(N(=O)=O)cc1,-0.74,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CCE40>,1.3003999999999998,139.11,3.003400684579818,63.37
133,100-65-2,O[NH]c1ccccc1,-0.74,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CCE90>,1.4876999999999998,109.12799999999997,2.8320858350070908,32.26
134,70-47-3,NC(CC(N)C(O)=O)=O,-0.74,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CCEE0>,-1.7262999999999993,132.119,3.6324321519398444,106.41
135,29883-15-6,N#CC(c1ccccc1)OC(C(C(O)C2O)O)OC2COC(C(C(O)C3O)O)OC3CO,-0.77,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CCF30>,-3.1080199999999967,457.4320000000002,1.654937484862109,202.31999999999996
136,629-14-1,CCOCCOCC,-0.77,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CCF80>,1.0594000000000001,118.176,2.53006045688352,18.46
137,95-14-7,c12ccccc1[nH]nn2,-0.78,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CD030>,0.9578999999999998,119.12700000000001,2.9546597902851044,41.57
138,123-30-8,Nc1ccc(O)cc1,-0.8,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CD080>,0.9743999999999999,109.12799999999999,3.0324555320336755,46.25
139,615-77-0,O=C(NC1=O)N(C=C1)C,-0.8,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CD0D0>,-0.9264000000000003,126.11499999999998,3.523897718994017,54.86
140,623-37-0,OC(CC)CCC,-0.8,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CD120>,1.5574,102.17699999999999,2.8318199660707846,20.23
141,80-62-6,C=C(C)C(OC)=O,-0.8,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CD170>,0.7355,100.11699999999998,3.577919926272439,26.3
142,3124-46-7,CC(C)(C)COC(=O)N,-0.8,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CD1C0>,1.1278000000000001,131.17499999999998,3.3949709244168407,52.32
143,105-53-3,O=C(OCC)CC(OCC)=O,-0.82,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CD210>,0.5026999999999999,160.16899999999998,3.4899621428296506,52.6
144,110-00-9,c1ccco1,-0.82,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CD260>,1.2795999999999998,68.075,3.1250000000000004,13.14
145,623-42-7,CCCC(OC)=O,-0.82,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CD2B0>,0.9595,102.13299999999998,3.002590528674132,26.3
146,539-86-6,C=CCS(SCC=C)=O,-0.83,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CD300>,1.7553,162.279,3.257569088361121,17.07
147,1629-60-3,C=CC(CCC)=O,-0.83,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CD350>,1.5415999999999999,98.145,3.172899533850818,17.07
148,59-67-6,O=C(O)c1cnccc1,-0.84,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CD3A0>,0.7797999999999999,123.11099999999998,2.981454614041131,50.19
149,110-62-3,CCCCC=O,-0.85,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CD3F0>,1.3755,86.13399999999999,2.4884037718761123,17.07
150,684-93-5,CN(N=O)C(N)=O,-0.85,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CD440>,-0.3216999999999998,103.081,3.551713608029699,75.75999999999999
151,109-92-2,CCOC=C,-0.85,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CD490>,1.1664,72.10700000000001,2.4017152226171965,9.23
152,108-44-1,Cc1cc(N)ccc1,-0.85,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CD4E0>,1.5772199999999998,107.15599999999999,3.077660437970554,26.02
153,597-49-9,CCC(O)(CC)CC,-0.85,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CD530>,1.9475,116.204,3.5832125652604643,20.23
154,138-52-3,OC(C(C(C(CO)O2)O)O)C2Oc1ccccc1CO,-0.85,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CD580>,-1.6423999999999994,286.28000000000003,2.1504764393251574,119.61000000000001
155,90-02-8,O=Cc1c(O)cccc1,-0.86,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CD5D0>,1.2047,122.12299999999995,3.147979130039752,37.3
156,1125-84-4,Clc1nc(ncnc2)c2nc1,-0.87,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CD620>,1.0732,166.571,2.828901215620696,51.56
157,589-91-3,CC(CC1)CCC1O,-0.88,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2CD670>,1.5574,114.18799999999999,2.1923771580194713,20.23
